序号,URL,视频标题,静态开始时间1,静态结束时间1,静态开始时间2,静态结束时间2
410,https://www.bilibili.com/video/BV1HF8hzUEns?t=21.6,【4K北欧】开车欣赏挪威美丽的村庄和自然景色,0000,0022,,
411,https://www.bilibili.com/video/BV1aJ25YJEdw?t=194.4,【4K60帧】放松解压：神奈川县镰仓市雨天街景散步 | 作者：4K JAPAN,0315,0410,,
412,https://www.bilibili.com/video/BV1FT4y1i74J?t=63.9,4K日本漫步-日新CI 4K中的现代日本房屋_邻里漫步之旅,0104,0148,,
413,https://www.bilibili.com/video/BV1nc411d7hD/?spm_id_from=333.1007.top_right_bar_window_history.content.click&vd_source=8ae4741307befaa369ac52d70c81cb3a,这个视频镜头的的视觉冲击！让你想起了哪个恐怖片？迷雾中会不会窜出怪物？,0120,0140,,
414,https://www.bilibili.com/video/BV14pVyzpEqb/?buvid=XUE2A67EC80E5DF772273C0B3D6A9231A4D39&from_spmid=main.space-contribution.0.0&is_story_h5=false&mid=5jdajNDPCwnFMliNh270IA%3D%3D&p=1&plat_id=116&share_from=ugc&share_medium=android&share_plat=android&share_session_id=2c41252a-46b9-4f86-b21f-0261c50bf82c&share_source=COPY&share_tag=s_i&spmid=united.player-video-detail.0.0&timestamp=1760110722&unique_k=rQ8xutM&up_id=285472475,WELLS英格兰最小的城市，清晨散步放松身心，英国乡村漫步！,0500,0545,,
415,https://www.bilibili.com/video/BV1oGVzz9EQd/?buvid=XUE2A67EC80E5DF772273C0B3D6A9231A4D39&from_spmid=main.space-contribution.0.0&is_story_h5=false&mid=5jdajNDPCwnFMliNh270IA%3D%3D&plat_id=122&share_from=ugc&share_medium=android&share_plat=android&share_session_id=097de020-b1b5-4d2d-9767-80f0db420da0&share_source=COPY&share_tag=s_i&spmid=united.player-video-detail.0.0&timestamp=1760111112&unique_k=sdeVg1A&up_id=285472475,令人惊叹的瑞士高山乡村风景,0137,0204,,
416,https://www.bilibili.com/video/BV1tTVizhE8x/?buvid=XUE2A67EC80E5DF772273C0B3D6A9231A4D39&from_spmid=main.space-contribution.0.0&is_story_h5=false&mid=5jdajNDPCwnFMliNh270IA%3D%3D&p=1&plat_id=122&share_from=ugc&share_medium=android&share_plat=android&share_session_id=22a84536-0be1-4a08-806c-b3292247fff7&share_source=COPY&share_tag=s_i&spmid=united.player-video-detail.0.0&timestamp=1760111244&unique_k=gXF8lJf&up_id=285472475,英国切德沃斯清晨乡村漫步，英国乡村的宁静环境！,3140,3218,,
417,https://www.bilibili.com/video/BV135PhezEHQ/?buvid=XUE2A67EC80E5DF772273C0B3D6A9231A4D39&from_spmid=main.space-contribution.0.0&is_story_h5=false&mid=5jdajNDPCwnFMliNh270IA%3D%3D&plat_id=122&share_from=ugc&share_medium=android&share_plat=android&share_session_id=74b4e083-a4f4-4fb1-8166-f6fd9adec130&share_source=COPY&share_tag=s_i&spmid=united.player-video-detail.0.0&timestamp=1760111531&unique_k=yZnYy4C&up_id=285472475&vd_source=8ae4741307befaa369ac52d70c81cb3a,瑞士乡村自驾，瑞士十大梦幻般的村庄,0000,0037,,
418,https://www.bilibili.com/video/BV1jLPxeYEN5/?buvid=XUE2A67EC80E5DF772273C0B3D6A9231A4D39&from_spmid=main.space-contribution.0.0&is_story_h5=false&mid=5jdajNDPCwnFMliNh270IA%3D%3D&plat_id=122&share_from=ugc&share_medium=android&share_plat=android&share_session_id=b655b4ed-aeb0-404a-928d-053c59e459ed&share_source=COPY&share_tag=s_i&spmid=united.player-video-detail.0.0&timestamp=1760111700&unique_k=PGWkKc5&up_id=285472475&vd_source=8ae4741307befaa369ac52d70c81cb3a,德国 - 与世隔绝的德国乡村生活。,2930,2955,,
419,https://www.bilibili.com/video/BV1QwPsepEGj/?buvid=XUE2A67EC80E5DF772273C0B3D6A9231A4D39&from_spmid=main.space-contribution.0.0&is_story_h5=false&mid=5jdajNDPCwnFMliNh270IA%3D%3D&p=1&plat_id=122&share_from=ugc&share_medium=android&share_plat=android&share_session_id=9633aa86-384d-4ef5-abf0-b494e219fafc&share_source=COPY&share_tag=s_i&spmid=united.player-video-detail.0.0&timestamp=1760111974&unique_k=e31pAXR&up_id=285472475,英国河岸童话村马普尔小姐拍摄地点，英国乡村的魅力！,2031,2057,,
420,https://www.bilibili.com/video/BV12TAUeVEtM/?buvid=XUE2A67EC80E5DF772273C0B3D6A9231A4D39&from_spmid=main.space-contribution.0.0&is_story_h5=false&mid=5jdajNDPCwnFMliNh270IA%3D%3D&plat_id=122&share_from=ugc&share_medium=android&share_plat=android&share_session_id=b0cfd36c-fc1a-4cb5-bc65-c770369ba689&share_source=COPY&share_tag=s_i&spmid=united.player-video-detail.0.0&timestamp=1760112075&unique_k=lLXv7Pr&up_id=285472475,日本爱知县4K美景徒步游日本乡村，日本农村风景！,0000,0031,,
421,https://www.bilibili.com/video/BV1e2AoeUEnN?buvid=XUE2A67EC80E5DF772273C0B3D6A9231A4D39&from_spmid=main.space-contribution.0.0&is_story_h5=false&mid=5jdajNDPCwnFMliNh270IA%3D%3D&plat_id=122&share_from=ugc&share_medium=android&share_plat=android&share_session_id=62d7c18f-1303-49cc-af7f-44eed9d92510&share_source=COPY&share_tag=s_i&spmid=united.player-video-detail.0.0&timestamp=1760112411&unique_k=9GbYaAq&up_id=285472475&vd_source=8ae4741307befaa369ac52d70c81cb3a,日本美丽的小镇，日本农村，乡下的美丽风景！,0817,0851,,
422,https://www.bilibili.com/video/BV1enAkegEi4/?buvid=XUE2A67EC80E5DF772273C0B3D6A9231A4D39&from_spmid=main.space-contribution.0.0&is_story_h5=false&mid=5jdajNDPCwnFMliNh270IA%3D%3D&p=1&plat_id=122&share_from=ugc&share_medium=android&share_plat=android&share_session_id=43bc139d-0c50-4437-b15c-0c2f922e120d&share_source=COPY&share_tag=s_i&spmid=united.player-video-detail.0.0&timestamp=1760112573&unique_k=xpfw8va&up_id=285472475,法国乡村自由驾驶，绝美的自然风景。,3913,3937,,
423,https://www.bilibili.com/video/BV1PzAhebESm/?buvid=XUE2A67EC80E5DF772273C0B3D6A9231A4D39&from_spmid=main.space-contribution.0.0&is_story_h5=false&mid=5jdajNDPCwnFMliNh270IA%3D%3D&p=1&plat_id=122&share_from=ugc&share_medium=android&share_plat=android&share_session_id=b417e35a-d08e-4410-8f42-3bdadb285ba9&share_source=COPY&share_tag=s_i&spmid=united.player-video-detail.0.0&timestamp=1760112749&unique_k=6t0dMjm&up_id=285472475,4K日本徒步旅行，日本农村徒步，稻田与农房完美结合！,0033,0105,,
424,https://www.bilibili.com/video/BV1PAAcerEoS?buvid=XUE2A67EC80E5DF772273C0B3D6A9231A4D39&from_spmid=main.space-contribution.0.0&is_story_h5=false&mid=5jdajNDPCwnFMliNh270IA%3D%3D&plat_id=122&share_from=ugc&share_medium=android&share_plat=android&share_session_id=49b8992c-7a7e-4855-843e-dee30d35f302&share_source=COPY&share_tag=s_i&spmid=united.player-video-detail.0.0&timestamp=1760113047&unique_k=F3Gtd0y&up_id=285472475&vd_source=8ae4741307befaa369ac52d70c81cb3a,宁静的美国居民社区，在这生活应该很舒服吧！,1620,1645,,
425,https://www.bilibili.com/video/BV1vPKnepEeG/?buvid=XUE2A67EC80E5DF772273C0B3D6A9231A4D39&from_spmid=main.space-contribution.0.0&is_story_h5=false&mid=5jdajNDPCwnFMliNh270IA%3D%3D&plat_id=122&share_from=ugc&share_medium=android&share_plat=android&share_session_id=ffcf9155-0abd-4f56-8886-76be2dcd47f0&share_source=COPY&share_tag=s_i&spmid=united.player-video-detail.0.0&timestamp=1760113281&unique_k=jiwXJ5W&up_id=285472475&vd_source=8ae4741307befaa369ac52d70c81cb3a,名古屋的日本农村，,0034,0110,,
426,https://www.bilibili.com/video/BV1KPKHeGELp?buvid=XUE2A67EC80E5DF772273C0B3D6A9231A4D39&from_spmid=main.space-contribution.0.0&is_story_h5=false&mid=5jdajNDPCwnFMliNh270IA%3D%3D&plat_id=122&share_from=ugc&share_medium=android&share_plat=android&share_session_id=379e9c14-09f8-43e0-83ca-d515baff1d95&share_source=COPY&share_tag=s_i&spmid=united.player-video-detail.0.0&timestamp=1760113431&unique_k=8tTdl7r&up_id=285472475,瑞士一个超级隐秘的石头村，这里仿佛被世界遗忘！,1450,1512,,
427,https://www.bilibili.com/video/BV1G8NieoEx4?buvid=XUE2A67EC80E5DF772273C0B3D6A9231A4D39&from_spmid=main.space-contribution.0.0&is_story_h5=false&mid=5jdajNDPCwnFMliNh270IA%3D%3D&plat_id=122&share_from=ugc&share_medium=android&share_plat=android&share_session_id=527791bf-641f-4a7d-9109-a6ff62ecdfe0&share_source=COPY&share_tag=s_i&spmid=united.player-video-detail.0.0&timestamp=1760113535&unique_k=cxOh688&up_id=285472475&vd_source=8ae4741307befaa369ac52d70c81cb3a,这个动漫滤镜，将神奈川的街区直接变成动漫场景！,0004,0034,,
428,https://www.bilibili.com/video/BV1ZmYTefERn/?spm_id_from=333.337.search-card.all.click&vd_source=cdb54c60c0b77284614fa2bc78e0d75f,森林 阳光 丁达尔光 合集一 #4501,0000,0020,,
429,https://www.bilibili.com/video/BV1ZmYTefERn?spm_id_from=333.788.videopod.sections&vd_source=cdb54c60c0b77284614fa2bc78e0d75f&p=2,森林 阳光 丁达尔光 合集二 #4502,0000,0020,,
430,https://www.bilibili.com/video/BV1ZmYTefERn?spm_id_from=333.788.videopod.sections&vd_source=cdb54c60c0b77284614fa2bc78e0d75f&p=3,森林 阳光 丁达尔光 合集三 #4503,0048,0108,,
431,https://www.bilibili.com/video/BV1ZmYTefERn?spm_id_from=333.788.videopod.sections&vd_source=cdb54c60c0b77284614fa2bc78e0d75f&p=4,森林 阳光 合集四 #4504,0000,0020,,
432,https://www.bilibili.com/video/BV1ZmYTefERn/?spm_id_from=333.788.videopod.sections&vd_source=cdb54c60c0b77284614fa2bc78e0d75f&p=5,森林 树木 合集一 #4505,0016,0036,,
433,https://www.bilibili.com/video/BV1ZmYTefERn?spm_id_from=333.788.videopod.sections&vd_source=cdb54c60c0b77284614fa2bc78e0d75f&p=6,森林 树木 合集二 #4506,0133,0153,,
434,https://www.bilibili.com/video/BV1ZmYTefERn?spm_id_from=333.788.videopod.sections&vd_source=cdb54c60c0b77284614fa2bc78e0d75f&p=7,森林 树木 合集三 #4507,0020,0040,,
435,https://www.bilibili.com/video/BV1ZmYTefERn?spm_id_from=333.788.videopod.sections&vd_source=cdb54c60c0b77284614fa2bc78e0d75f&p=8,森林 树木 合集四 #4508,0035,0055,,
436,https://www.bilibili.com/video/BV1ZmYTefERn?spm_id_from=333.788.player.switch&vd_source=cdb54c60c0b77284614fa2bc78e0d75f&p=10,冬天森林 树木 合集一 #4510,0000,0020,,
437,https://www.bilibili.com/video/BV1gq4y1B7pS/?spm_id_from=333.337.search-card.all.click&vd_source=cdb54c60c0b77284614fa2bc78e0d75f,⚜4K超清⚜『森林』自然风光和浪漫音乐，优美轻松的音乐 • 放松电影《我们的星球》,0026,0046,,
438,https://www.bilibili.com/video/BV1Wq4y1G77f/?spm_id_from=333.337.search-card.all.click&vd_source=cdb54c60c0b77284614fa2bc78e0d75f,⚜4K超清⚜ «秋天» 3小时🍁令人惊叹的风景和美妙的放松音乐 1,0016,0036,,
439,https://www.bilibili.com/video/BV1Wq4y1G77f?spm_id_from=333.788.videopod.episodes&vd_source=cdb54c60c0b77284614fa2bc78e0d75f&p=2,⚜4K超清⚜ «秋天» 3小时🍁令人惊叹的风景和美妙的放松音乐 2,0000,0020,,
440,https://www.bilibili.com/video/BV1Wq4y1G77f?spm_id_from=333.788.videopod.episodes&vd_source=cdb54c60c0b77284614fa2bc78e0d75f&p=3,⚜4K超清⚜ «秋天» 3小时🍁令人惊叹的风景和美妙的放松音乐 3,0009,0029,,
441,https://www.bilibili.com/video/BV1Wq4y1G77f?spm_id_from=333.788.videopod.episodes&vd_source=cdb54c60c0b77284614fa2bc78e0d75f&p=4,⚜4K超清⚜ «秋天» 3小时🍁令人惊叹的风景和美妙的放松音乐 4,0030,0050,,
442,https://www.bilibili.com/video/BV1Wq4y1G77f?spm_id_from=333.788.videopod.episodes&vd_source=cdb54c60c0b77284614fa2bc78e0d75f&p=5,⚜4K超清⚜ «秋天» 3小时🍁令人惊叹的风景和美妙的放松音乐 5,0113,0133,,
443,https://www.bilibili.com/video/BV1Xu4y1y72G/?share_source=copy_web&vd_source=de9d51120c1f4778742509faa0f6f930,【[𝗽𝗹𝗮𝘆𝗹𝗶𝘀𝘁] 🚶 4K视频 | 旅行 | 英国小镇早起散步 | 早晨歌单】,0007,0042,,
444,https://www.bilibili.com/video/BV1bP411h7iE/?share_source=copy_web&vd_source=de9d51120c1f4778742509faa0f6f930,【[𝗽𝗹𝗮𝘆𝗹𝗶𝘀𝘁] 🚶 4K视频 | 旅行 | 德国福森小镇 | 旅行歌单】,0008,0046,,
445,https://www.bilibili.com/video/BV1op4y1N77P/?share_source=copy_web&vd_source=de9d51120c1f4778742509faa0f6f930,【[𝗽𝗹𝗮𝘆𝗹𝗶𝘀𝘁] ❄️ 4K视频 | 旅行 | 天气冷了 | 冬季歌单】,0110,0138,,
446,https://www.bilibili.com/video/BV1XQ4y1H77L/?share_source=copy_web&vd_source=de9d51120c1f4778742509faa0f6f930,【[𝗽𝗹𝗮𝘆𝗹𝗶𝘀𝘁] ❄️ 4K视频 | 旅行 | 首尔大雪 | 雪天歌单】,0007,0100,,
447,https://www.bilibili.com/video/BV1rK411b7yz/?share_source=copy_web&vd_source=de9d51120c1f4778742509faa0f6f930,【[𝗽𝗹𝗮𝘆𝗹𝗶𝘀𝘁] 🍁 4K视频 | 旅行 | 秋天瑞士| 秋天歌单】,0102,0122,,
448,https://b23.tv/UAKXcA0,【【4K无水印】全球风景视觉之旅-哔哩哔哩】,0102,0130,,
449,https://b23.tv/cl7rpke,【【IMAX巨幕影片】美丽星球（蓝光4K HDR）中英特效字幕『2016』-哔哩哔哩】,0108,0128,,
450,https://b23.tv/3VIHDgb,8K UHD 30fps 超高清 帧彩视界太空探索 星际旅行,0026,0224,,
451,https://b23.tv/JffZ1v5,【⚜4K超清⚜ 10小时🕊️瑞士令人惊叹的美丽自然与舒缓的轻松音乐〃蒂姆·珍妮斯 (Tim Janis)-哔哩哔哩】,0256,0318,,
452,https://b23.tv/h0nOWlg,【【4K60帧】放松解压：下雨天林中漫步，双耳雨声和自然之声促进睡眠和学习 | 作者：Nomadic Ambience-哔哩哔哩】,0000,0040,,
453,https://b23.tv/cStKlmf,【【4KHDR 真彩®】 令人惊叹的 4KHDR-哔哩哔哩】,0150,0204,,
454,https://b23.tv/A3mOCq3,地球最梦幻的风景|杜比视界 4k HDR (60fps),0212,0232,,
455,https://b23.tv/ku0Ab1i,【【4K】日式|侘寂|京都|建筑|室内|庭院WABI - SABI KYOTO-哔哩哔哩】,0830,0854,,
456,https://www.bilibili.com/video/BV1bv411b7dx/?vd_source=84edb9f66447dd9b26104f5a0a8bac80,2021全新劳斯莱斯古斯特 加长版-4K 静态全景展示,0011,0031,,
457,https://www.bilibili.com/video/BV1nNpQznEu2/?vd_source=84edb9f66447dd9b26104f5a0a8bac80,【4K60帧】放松解压：第一视角驾车欣赏瑞士优美风景 250920 | 来源：Tourist Car,0706,0728,,
458,https://www.bilibili.com/video/BV1SYpYzEEpk/?vd_source=84edb9f66447dd9b26104f5a0a8bac80,【放松解压】4K60fps挪威维克伊松恩小镇雨后日出前街道漫步,0826,0848,,
459,https://www.bilibili.com/video/BV1MaWNzgE7z/?vd_source=84edb9f66447dd9b26104f5a0a8bac80,4K航拍西班牙加那利群岛 1小时自然纪录片 + 60帧舒缓音乐,0400,0430,,
460,https://www.bilibili.com/video/BV1ZKnqziEUJ/?vd_source=84edb9f66447dd9b26104f5a0a8bac80,航拍动物世界4K：130种生灵，在舒缓旋律中共生共息,3216,3236,,
461,https://www.bilibili.com/video/BV1TwYcz2Exa/?vd_source=84edb9f66447dd9b26104f5a0a8bac80,🏙️ 8K超清城市奇观｜240FPS建筑视觉盛宴 ✨,0215,0236,,
462,https://www.bilibili.com/video/BV1Lz4y117EU/?share_source=copy_web&vd_source=73c46c6d06922d5df6afe8b81ca711d1,【4K高清风景欣赏】片片枫叶情，美景欣赏,0309,0330,,
463,,,0011,0011,,
464,https://www.bilibili.com/video/BV1TV4y1J7Zh?spm_id_from=333.788.videopod.sections&vd_source=1004ddb9b65e449c55b19d3fdf37e076,风景视频素材分享——光,0000,0028,,
465,https://www.bilibili.com/video/BV1xV4y1J7a3?spm_id_from=333.788.videopod.sections&vd_source=1004ddb9b65e449c55b19d3fdf37e076,风景视频素材分享——山,0110,0137,,
466,https://www.bilibili.com/video/BV1yT411H7PW?spm_id_from=333.788.videopod.sections&vd_source=1004ddb9b65e449c55b19d3fdf37e076,【Portugal葡萄牙 4K】花园之国,0013,0041,1028,1054
467,https://www.bilibili.com/video/BV1SG4y1Z7dV/?spm_id_from=333.337.search-card.all.click&vd_source=1004ddb9b65e449c55b19d3fdf37e076,超长绝美风景休闲放松片合集（伴以舒缓音乐与自然噪声）冰岛 超清 4K,0432,0452,,
468,https://www.bilibili.com/video/BV1iq4y147CC/?spm_id_from=333.337.search-card.all.click&vd_source=1004ddb9b65e449c55b19d3fdf37e076,⚜4K超清⚜ 6小时 (无循环) 美丽的地球鸟瞰图＂风景秀丽的放松电影与平静的音乐,0307,0331,1007,1028
469,https://www.bilibili.com/video/BV1oG4y1r7PB/?spm_id_from=333.337.search-card.all.click&vd_source=1004ddb9b65e449c55b19d3fdf37e076,高铁 | 沉浸式欣赏窗外风景,0042,0107,,
470,https://www.bilibili.com/video/BV1G34y1T7Ts/?spm_id_from=333.337.search-card.all.click&vd_source=1004ddb9b65e449c55b19d3fdf37e076,【4K60帧】放松解压：瑞士金色山口列车第一视角 | 蒙博翁 - 格施塔德 | 作者：AKSense - Zurich,0000,0043,,
471,https://www.bilibili.com/video/BV1mJ411z7qs?spm_id_from=333.788.recommend_more_video.-1&vd_source=1004ddb9b65e449c55b19d3fdf37e076,世界的车窗 / 瑞士贝尔尼纳山间铁路线全景~圣莫里茨至意大利蒂拉诺,0226,0254,,
472,https://www.bilibili.com/video/BV1ps411C7RC?spm_id_from=333.788.videopod.episodes&vd_source=1004ddb9b65e449c55b19d3fdf37e076&p=2,挪威冬季 列车北线 Nordlandsbanen【特隆赫姆】到【博德】全程纪录,0420,0440,,
473,https://www.bilibili.com/video/BV1ss41127HY?spm_id_from=333.788.recommend_more_video.1&vd_source=1004ddb9b65e449c55b19d3fdf37e076,【挪威NRK】卑尔根铁路分分秒秒 Bergensbanen minutt for minutt【2009】,1310,1340,,
474,https://www.bilibili.com/video/BV11u6KYaENk/?spm_id_from=333.337.search-card.all.click&vd_source=1004ddb9b65e449c55b19d3fdf37e076,103平自装西户原木风 | 超详细一镜到底！,0021,0050,,
475,https://www.bilibili.com/video/BV1ZL41177mt/?spm_id_from=333.337.search-card.all.click&vd_source=1004ddb9b65e449c55b19d3fdf37e076,实拍：310㎡的独栋别墅，花园面积300㎡，630万，看完不想走了！,0040,0100,,
476,https://www.bilibili.com/video/BV1wMpvz5EdT/?spm_id_from=333.337.search-card.all.click,4K夏日阳光透过树叶森林空境升格大自然唯美清新绿叶实拍视频素材,0001,0022,,
477,https://www.bilibili.com/video/BV11g411e7ki/?spm_id_from=333.337.search-card.all.click,4K航拍来自大自然的美景，治愈心灵的音乐,0006,0026,,
478,https://www.bilibili.com/video/BV1S6pjzzE2A?spm_id_from=333.788.videopod.episodes&vd_source=99af9c0809d9bd6f216d657adfe07b2d&p=78,空镜头 城市 森林 航拍 云 山 海洋 免费商用4K超清视频素材 【合集】,0001,0021,,
479,https://www.bilibili.com/video/BV1Hh411f7Kh/?spm_id_from=333.337.search-card.all.click&vd_source=99af9c0809d9bd6f216d657adfe07b2d,【4K高清美景】美的让人发抖的风景,0518,0538,,
480,https://www.bilibili.com/video/BV1Uo4y1977Q/?spm_id_from=333.337.search-card.all.click&vd_source=99af9c0809d9bd6f216d657adfe07b2d,【4K】放松频道 - 伟大的中国长城之景，放松的音乐和绝美的景色,1243,1303,,
481,https://www.bilibili.com/video/BV1qFaxzcEEK/?spm_id_from=333.337.search-card.all.click&vd_source=99af9c0809d9bd6f216d657adfe07b2d,🌿静谧秘境·绝美风光｜4K HDR 超清享受,0150,0210,,
482,https://www.bilibili.com/video/BV1cX4y1X7dk/?spm_id_from=333.337.search-card.all.click&vd_source=99af9c0809d9bd6f216d657adfe07b2d,4K超清无水印 航拍自然风景视频素材,1827,1847,,
483,https://www.bilibili.com/video/BV1My4y1v7DL/?spm_id_from=333.337.search-card.all.click&vd_source=99af9c0809d9bd6f216d657adfe07b2d,【4K高清风景】无人机下的山川与瀑布，大自然鬼斧神工，养眼的美景,0308,0328,,
484,https://www.bilibili.com/video/BV1BD421j73N/?share_source=copy_web&vd_source=3e0da10dae07c88fae09963e8fc82836,【💡RoomTour】1K7.2畳 | 如何让房间看起来更大 | 独居生活，自然室内设计,0020,0041,0046,0106
485,https://www.bilibili.com/video/BV1Yz4y1S7dh/?share_source=copy_web&vd_source=3e0da10dae07c88fae09963e8fc82836,瑞士（4K UHD）浪漫钢琴 - 风景放松片 | Switzerland (Swiss) Romantic Piano,0002,0026,,
486,https://www.bilibili.com/video/BV14F9aYrEfx/?share_source=copy_web&vd_source=3e0da10dae07c88fae09963e8fc82836,4K航拍 一镜到底 西安电子科技大学杭州研究院新校区,0000,0603,,
487,https://www.bilibili.com/video/BV1uSxDzGEcT/?share_source=copy_web&vd_source=3e0da10dae07c88fae09963e8fc82836,桂林， 阳朔龙头山码头航拍， 一镜到底 4K,0002,0157,,
488,https://www.bilibili.com/video/BV1fPwRe1EGe/?share_source=copy_web&vd_source=3e0da10dae07c88fae09963e8fc82836,4K | 一镜到底航拍｜杭州｜浙江大学西溪校区,0001,0023,,
489,https://www.bilibili.com/video/BV1Yq4y1U75s/?spm_id_from=333.337.search-card.all.click&vd_source=065d29849dd8419060cae76d72c4ae05,【FPV of SAU】4K·穿越机航拍沈航（二）一镜到底·怎么可以这么丝滑！,0008,0103,0108,0311
